ft,bt,transmission,price,Seats,Mileage,city
Diesel,Sedan,Automatic,26.5,5,19.27,chennai
Diesel,Hatchback,Manual,5.5,5,25.2,chennai
Petrol,Hatchback,Manual,5.0,5,18.9,chennai
Petrol,SUV,Automatic,12.09,5,16.0,chennai
Petrol,Hatchback,Automatic,6.56,5,19.0,chennai
Petrol,Hatchback,Manual,2.95,5,17.0,chennai
Petrol,Sedan,Manual,4.31,5,18.0,chennai
Petrol,SUV,Manual,8.95,5,15.8,chennai
Diesel,Sedan,Automatic,15.0,5,16.73,chennai
Petrol,Hatchback,Manual,3.92,5,18.9,chennai
Diesel,Sedan,Manual,4.7,5,25.8,chennai
Petrol,Sedan,Automatic,7.26,5,19.0,chennai
Petrol,Sedan,Automatic,10.23,5,16.35,chennai
Petrol,Hatchback,Manual,5.0,5,20.89,chennai
Diesel,Sedan,Automatic,56.0,5,19.62,chennai
Petrol,Sedan,Manual,1.4,5,9.0,chennai
Petrol,SUV,Automatic,19.0,6,14.2,chennai
Petrol,Hatchback,Automatic,4.1,5,23.95,chennai
Diesel,SUV,Manual,12.5,5,17.1,chennai
Petrol,Hatchback,Manual,1.25,4,25.4,chennai
Petrol,SUV,Manual,9.03,5,15.29,chennai
Petrol,Hatchback,Manual,4.88,5,18.6,chennai
Petrol,Hatchback,Manual,6.6,5,21.01,chennai
Petrol,Hatchback,Manual,6.04,5,18.6,chennai
Petrol,Hatchback,Manual,4.17,5,23.84,chennai
Petrol,SUV,Manual,4.05,5,16.82,chennai
Petrol,Hatchback,Automatic,4.44,5,20.51,chennai
Petrol,Hatchback,Manual,2.2,5,16.1,chennai
Petrol,Sedan,Manual,6.15,5,20.5,chennai
Petrol,Sedan,Manual,3.96,5,18.0,chennai
Petrol,Hatchback,Automatic,6.5,5,18.9,chennai
Diesel,SUV,Manual,14.0,5,17.1,chennai
Petrol,Hatchback,Manual,2.1,5,21.1,chennai
Diesel,MUV,Automatic,24.75,7,12.0,chennai
Petrol,Hatchback,Manual,4.0,5,22.05,chennai
Petrol,Hatchback,Automatic,3.5,5,21.63,chennai
Petrol,Hatchback,Manual,4.3,5,20.51,chennai
Petrol,Hatchback,Manual,5.15,5,18.9,chennai
Diesel,SUV,Automatic,37.5,5,17.9,chennai
Petrol,Hatchback,Manual,1.2,5,17.3,chennai
Diesel,Hatchback,Manual,4.92,5,22.54,chennai
Petrol,Sedan,Manual,7.31,5,22.41,chennai
Petrol,Hatchback,Automatic,3.45,5,23.95,chennai
Petrol,Hatchback,Manual,5.23,5,17.19,chennai
Petrol,Hatchback,Manual,3.02,5,20.51,chennai
Diesel,MUV,Manual,23.0,7,13.68,chennai
Petrol,MUV,Manual,5.0,7,19.83,chennai
Petrol,Sedan,Manual,13.5,5,18.6,chennai
Petrol,Hatchback,Manual,4.72,5,20.3,chennai
Petrol,Sedan,Manual,5.64,5,20.73,chennai
Diesel,Sedan,Manual,4.1,5,25.4,chennai
Diesel,Hatchback,Manual,4.7,5,27.28,chennai
Petrol,Hatchback,Automatic,6.3,5,21.4,chennai
Diesel,Hatchback,Manual,3.75,5,25.83,chennai
Diesel,Sedan,Manual,5.2,5,21.66,chennai
Diesel,SUV,Manual,10.0,7,16.0,chennai
Petrol,Sedan,Manual,15.97,5,17.4,chennai
Petrol,Hatchback,Automatic,8.0,5,17.4,chennai
Petrol,Hatchback,Manual,5.75,5,18.7,chennai
Diesel,SUV,Manual,20.5,5,16.3,chennai
Diesel,SUV,Manual,14.22,5,17.0,chennai
Petrol,Sedan,Manual,5.62,5,20.14,chennai
Petrol,Hatchback,Automatic,6.9,5,18.2,chennai
Petrol,Hatchback,Manual,5.73,5,17.19,chennai
Petrol,Sedan,Automatic,5.58,5,20.3,chennai
Petrol,Hatchback,Manual,5.8,5,21.21,chennai
Petrol,SUV,Manual,6.84,5,17.5,chennai
Petrol,Hatchback,Manual,2.9,5,17.0,chennai
Petrol,SUV,Automatic,7.62,5,14.8,chennai
Petrol,Hatchback,Manual,6.63,5,21.1,chennai
Diesel,SUV,Manual,8.7,5,23.65,chennai
Petrol,Sedan,Manual,3.2,5,13.17,chennai
Petrol,Sedan,Manual,7.5,5,17.0,chennai
Petrol,Sedan,Automatic,47.5,5,14.82,chennai
Diesel,SUV,Manual,9.5,5,21.7,chennai
Petrol,MUV,Automatic,10.25,7,17.99,chennai
Petrol,Sedan,Manual,2.45,5,17.5,chennai
Petrol,Sedan,Manual,3.95,5,18.0,chennai
Diesel,SUV,Manual,10.8,5,22.1,chennai
Diesel,MUV,Manual,2.0,10,12.2,chennai
Petrol,Hatchback,Manual,6.08,5,18.6,chennai
Diesel,Hatchback,Manual,6.98,5,21.19,chennai
Diesel,Sedan,Manual,3.35,5,24.7,chennai
Diesel,Hatchback,Manual,5.02,5,22.54,chennai
Petrol,SUV,Automatic,10.27,5,14.8,chennai
Petrol,Sedan,Manual,9.0,5,17.0,chennai
Petrol,SUV,Manual,7.69,5,17.5,chennai
Petrol,Sedan,Automatic,5.95,5,18.5,chennai
Petrol,Hatchback,Manual,3.75,5,20.51,chennai
Petrol,Sedan,Manual,5.85,5,20.73,chennai
Petrol,Sedan,Manual,4.5,5,17.01,chennai
Diesel,SUV,Manual,21.5,7,16.14,chennai
Diesel,Sedan,Automatic,9.95,5,18.88,chennai
Petrol,Sedan,Manual,11.0,5,17.0,chennai
Petrol,Hatchback,Manual,3.5,5,16.47,chennai
Petrol,Sedan,Automatic,7.3,5,20.28,chennai
Diesel,Sedan,Automatic,10.0,5,16.73,chennai
Diesel,SUV,Manual,17.91,7,13.0,chennai
Diesel,Sedan,Automatic,13.5,5,22.69,chennai
Petrol,Hatchback,Manual,5.1,5,17.0,chennai
Petrol,SUV,Manual,8.6,5,18.88,chennai
Diesel,Hatchback,Manual,4.85,5,22.54,chennai
Diesel,Hatchback,Automatic,17.0,5,20.7,chennai
Petrol,Sedan,Automatic,6.36,5,21.21,chennai
Petrol,Sedan,Manual,5.71,5,17.0,chennai
Petrol,SUV,Automatic,8.25,5,19.03,chennai
Petrol,Hatchback,Manual,3.93,5,21.7,chennai
Diesel,SUV,Manual,11.0,5,18.4,chennai
Petrol,Hatchback,Manual,4.2,5,18.9,chennai
Petrol,SUV,Manual,7.04,5,18.88,chennai
Petrol,SUV,Automatic,9.5,5,17.4,chennai
Petrol,Hatchback,Manual,7.7,5,20.0,chennai
Petrol,Hatchback,Manual,1.2,5,14.6,chennai
Petrol,Sedan,Manual,7.5,5,20.85,chennai
Petrol,SUV,Automatic,37.5,7,12.78,chennai
Diesel,SUV,Automatic,26.55,5,20.68,chennai
Petrol,Hatchback,Automatic,4.1,5,24.04,chennai
Petrol,SUV,Manual,10.5,5,20.0,chennai
Diesel,Hatchback,Manual,6.22,5,27.39,chennai
Diesel,Hatchback,Manual,7.3,5,20.14,chennai
Petrol,Sedan,Manual,9.5,5,17.4,chennai
Petrol,Hatchback,Manual,3.57,5,23.95,chennai
Petrol,Sedan,Manual,6.21,5,17.4,chennai
Petrol,Sedan,Automatic,11.25,5,18.3,chennai
Diesel,SUV,Automatic,16.39,5,18.0,chennai
Diesel,SUV,Automatic,12.15,5,17.01,chennai
Petrol,Hatchback,Manual,6.35,5,18.6,chennai
Petrol,SUV,Manual,14.66,5,20.08,chennai
Petrol,Hatchback,Manual,5.0,5,21.74,chennai
Petrol,Hatchback,Manual,4.25,5,21.74,chennai
Petrol,Hatchback,Manual,5.0,5,23.1,chennai
Petrol,Hatchback,Manual,5.5,5,18.7,chennai
Petrol,Hatchback,Manual,0.87,4,25.4,chennai
Diesel,SUV,Manual,4.9,8,12.05,chennai
Petrol,Sedan,Manual,3.0,5,18.6,chennai
Petrol,SUV,Manual,7.7,5,17.5,chennai
Diesel,Hatchback,Manual,3.9,5,25.2,chennai
Diesel,Hatchback,Manual,2.1,5,20.0,chennai
Diesel,SUV,Automatic,11.05,5,22.07,chennai
Petrol,SUV,Manual,7.25,5,17.0,chennai
Petrol,Sedan,Manual,5.8,5,20.73,chennai
Petrol,Hatchback,Automatic,6.59,5,21.4,chennai
Petrol,Hatchback,Manual,3.56,5,25.17,chennai
Petrol,Hatchback,Manual,4.8,5,18.9,chennai
Petrol,MUV,Manual,6.89,7,20.0,chennai
Petrol,Hatchback,Manual,6.25,5,16.2,chennai
Petrol,SUV,Manual,8.03,5,17.0,chennai
Petrol,Hatchback,Manual,5.16,5,25.24,chennai
Diesel,Sedan,Manual,9.5,5,28.09,chennai
Diesel,SUV,Manual,8.25,7,15.1,chennai
Diesel,Hatchback,Manual,3.75,6,25.32,chennai
Petrol,Hatchback,Manual,1.8,5,19.7,chennai
Petrol,MUV,Automatic,19.0,6,16.5,chennai
Petrol,SUV,Manual,9.0,5,18.4,chennai
Petrol,Hatchback,Manual,2.05,5,22.74,chennai
Petrol,Hatchback,Manual,7.1,5,21.01,chennai
Petrol,Sedan,Manual,6.3,5,21.21,chennai
Petrol,Sedan,Manual,1.55,5,15.3,chennai
Petrol,Sedan,Manual,7.99,5,17.8,chennai
Petrol,Hatchback,Manual,6.3,5,20.52,chennai
Petrol,Hatchback,Manual,4.15,5,19.01,chennai
Petrol,Hatchback,Manual,4.17,5,23.84,chennai
Petrol,Hatchback,Manual,3.34,5,25.17,chennai
Petrol,Sedan,Manual,5.9,5,20.85,chennai
Petrol,SUV,Manual,10.29,5,16.8,chennai
Diesel,Hatchback,Manual,2.5,5,28.4,chennai
Petrol,SUV,Manual,7.11,5,18.75,chennai
Petrol,SUV,Automatic,9.5,5,16.35,chennai
Diesel,SUV,Automatic,21.4,5,13.0,chennai
Petrol,Sedan,Manual,1.4,5,14.49,chennai
Petrol,SUV,Manual,7.6,5,17.5,chennai
Diesel,SUV,Automatic,70.0,5,22.3,chennai
Diesel,Hatchback,Manual,3.0,5,21.9,chennai
Diesel,SUV,Manual,10.8,5,21.7,chennai
Petrol,Sedan,Manual,6.5,5,20.73,chennai
Petrol,Hatchback,Manual,6.8,5,21.01,chennai
Diesel,SUV,Automatic,22.0,7,16.25,chennai
Petrol,Hatchback,Manual,5.15,5,18.5,chennai
Petrol,Hatchback,Manual,5.2,5,18.9,chennai
Petrol,Hatchback,Manual,3.44,5,25.17,chennai
Diesel,Sedan,Automatic,31.0,5,19.27,chennai
Petrol,SUV,Manual,9.23,5,18.27,chennai
Petrol,Hatchback,Automatic,6.62,5,19.0,chennai
Petrol,Sedan,Automatic,7.5,5,11.74,chennai
Petrol,Sedan,Automatic,6.37,5,21.21,chennai
Diesel,SUV,Manual,8.0,5,23.0,chennai
Petrol,Hatchback,Manual,4.54,5,21.74,chennai
Diesel,SUV,Manual,11.84,5,17.1,chennai
Diesel,SUV,Manual,7.6,5,24.3,chennai
Diesel,MUV,Manual,11.0,8,12.99,chennai
Petrol,Hatchback,Manual,5.45,5,18.9,chennai
Petrol,Sedan,Automatic,4.0,5,14.3,chennai
Petrol,Hatchback,Manual,2.55,5,21.79,chennai
Diesel,Hatchback,Manual,2.5,5,19.4,chennai
Petrol,Hatchback,Manual,7.5,5,22.38,chennai
Diesel,Hatchback,Manual,7.0,5,22.54,chennai
Petrol,Sedan,Manual,3.65,5,16.8,chennai
Petrol,Sedan,Manual,7.5,5,17.4,chennai
Petrol,Hatchback,Manual,2.54,5,21.1,chennai
Petrol,Hatchback,Automatic,9.25,5,18.5,chennai
Petrol,Hatchback,Automatic,7.5,5,19.56,chennai
Petrol,Hatchback,Manual,3.26,5,25.17,chennai
Petrol,Hatchback,Manual,4.32,5,18.9,chennai
Petrol,Hatchback,Manual,9.5,5,16.2,chennai
Petrol,Hatchback,Automatic,4.79,5,23.1,chennai
Petrol,Hatchback,Manual,2.3,5,21.1,chennai
Petrol,Hatchback,Manual,3.01,5,22.7,chennai
Diesel,Hatchback,Manual,4.43,5,22.9,chennai
Diesel,Hatchback,Manual,4.4,5,22.54,chennai
Petrol,MUV,Manual,6.6,7,19.01,chennai
Petrol,Hatchback,Manual,1.65,5,19.7,chennai
Petrol,SUV,Automatic,10.9,5,17.0,chennai
Petrol,SUV,Automatic,12.25,5,18.3,chennai
Petrol,Hatchback,Automatic,6.2,5,21.21,chennai
Petrol,Hatchback,Manual,3.95,5,18.9,chennai
Petrol,Hatchback,Manual,5.8,5,21.4,chennai
Diesel,Sedan,Manual,3.1,5,19.3,chennai
Petrol,SUV,Manual,14.5,5,20.08,chennai
Petrol,Sedan,Automatic,5.25,5,19.1,chennai
Petrol,Hatchback,Manual,4.1,5,22.38,chennai
Petrol,Hatchback,Manual,8.65,5,17.1,chennai
Petrol,Hatchback,Manual,5.81,5,18.9,chennai
Petrol,Sedan,Manual,5.18,5,20.3,chennai
Petrol,Hatchback,Automatic,7.9,5,19.56,chennai
Petrol,Hatchback,Manual,5.47,5,21.4,chennai
Diesel,Hatchback,Manual,3.0,5,20.0,chennai
Petrol,Hatchback,Manual,4.07,5,23.84,chennai
Petrol,SUV,Manual,6.92,5,17.5,chennai
Petrol,Hatchback,Manual,4.55,5,21.21,chennai
Petrol,Hatchback,Manual,2.95,5,22.74,chennai
Petrol,Sedan,Automatic,6.8,5,18.0,chennai
Diesel,MUV,Manual,9.85,7,24.52,chennai
Petrol,Hatchback,Manual,3.4,5,20.36,chennai
Diesel,Hatchback,Manual,1.0,5,17.2,chennai
Petrol,Hatchback,Manual,3.65,5,23.1,chennai
Diesel,MUV,Manual,10.5,8,12.99,chennai
Diesel,Sedan,Manual,1.83,5,25.0,chennai
Petrol,Hatchback,Manual,6.6,5,16.2,chennai
Petrol,Sedan,Manual,4.03,5,18.0,chennai
Petrol,Hatchback,Manual,5.63,5,21.4,chennai
Petrol,SUV,Automatic,20.0,5,20.58,chennai
Petrol,Hatchback,Automatic,4.36,5,20.51,chennai
Petrol,Sedan,Automatic,6.81,5,19.12,chennai
Petrol,Hatchback,Manual,5.9,5,24.35,chennai
Diesel,Hatchback,Manual,6.32,5,27.39,chennai
Diesel,SUV,Automatic,8.9,5,24.3,chennai
Diesel,Sedan,Automatic,7.26,5,23.8,chennai
Diesel,Sedan,Manual,5.51,5,26.59,chennai
Petrol,Hatchback,Automatic,8.5,5,17.4,chennai
Petrol,Hatchback,Manual,3.82,5,23.95,chennai
Diesel,Sedan,Manual,7.65,5,19.3,chennai
Petrol,Hatchback,Manual,1.95,5,19.0,chennai
Petrol,Hatchback,Manual,3.9,5,23.01,chennai
Diesel,Hatchback,Manual,4.8,5,24.0,chennai
Diesel,Hatchback,Manual,4.55,5,22.9,chennai
Diesel,MUV,Automatic,17.5,7,11.36,chennai
Diesel,Hatchback,Manual,5.2,5,20.14,chennai
Diesel,MUV,Automatic,26.25,7,13.68,chennai
Petrol,SUV,Manual,7.82,5,17.5,chennai
Diesel,Sedan,Manual,6.11,5,25.4,chennai
Diesel,SUV,Manual,17.0,7,13.0,chennai
Diesel,Sedan,Manual,5.15,5,23.4,chennai
Petrol,Hatchback,Manual,6.79,5,22.38,chennai
Petrol,Sedan,Manual,4.1,5,19.0,chennai
Diesel,SUV,Manual,7.98,7,18.49,chennai
Petrol,SUV,Manual,9.45,5,18.4,chennai
Diesel,SUV,Manual,8.85,5,19.6,chennai
Petrol,Hatchback,Manual,5.74,5,18.6,chennai
Diesel,SUV,Manual,7.1,5,25.5,chennai
Petrol,Hatchback,Automatic,6.2,5,20.3,chennai
Diesel,Hatchback,Manual,2.25,5,25.44,chennai
Petrol,Hatchback,Manual,5.0,5,20.89,chennai
Diesel,SUV,Manual,11.5,5,19.67,chennai
Petrol,Hatchback,Manual,2.85,5,22.7,chennai
Petrol,Sedan,Manual,4.45,5,17.4,chennai
Petrol,Sedan,Manual,5.5,5,17.4,chennai
Diesel,Hatchback,Manual,2.0,5,20.0,chennai
Petrol,SUV,Automatic,13.0,5,17.2,chennai
Petrol,SUV,Manual,6.78,5,14.19,chennai
Petrol,Hatchback,Manual,3.1,5,18.3,chennai
Diesel,Hatchback,Manual,4.31,5,22.9,chennai
Petrol,Sedan,Automatic,7.28,5,18.19,chennai
Petrol,Hatchback,Manual,2.25,5,23.95,chennai
Diesel,SUV,Manual,8.61,5,24.3,chennai
Petrol,Hatchback,Automatic,7.8,5,17.21,chennai
Diesel,SUV,Manual,6.95,7,18.49,chennai
Diesel,SUV,Manual,8.0,5,24.3,chennai
Diesel,SUV,Automatic,27.0,5,17.05,chennai
Diesel,Sedan,Manual,4.2,5,22.32,chennai
Petrol,Hatchback,Manual,2.9,5,16.1,chennai
Diesel,SUV,Automatic,20.0,5,12.7,chennai
Diesel,Sedan,Manual,1.0,5,18.7,chennai
Diesel,Sedan,Manual,5.0,5,25.83,chennai
Petrol,Sedan,Automatic,7.9,5,17.4,chennai
Diesel,SUV,Manual,9.0,5,21.7,chennai
Petrol,Hatchback,Manual,5.68,5,16.2,chennai
Diesel,Sedan,Manual,4.61,5,25.8,chennai
Petrol,Hatchback,Manual,4.0,5,18.9,chennai
Petrol,Sedan,Automatic,9.83,5,14.62,chennai
Petrol,SUV,Manual,7.39,5,17.5,chennai
Petrol,Hatchback,Manual,3.4,5,25.17,chennai
Petrol,Hatchback,Manual,3.66,5,23.1,chennai
Petrol,Sedan,Manual,3.0,5,12.8,chennai
Petrol,Hatchback,Manual,3.68,5,22.38,chennai
Petrol,Sedan,Manual,3.46,5,15.04,chennai
Petrol,Hatchback,Manual,4.5,5,18.7,chennai
Petrol,Hatchback,Manual,4.5,5,23.1,chennai
Diesel,Hatchback,Manual,5.9,5,27.3,chennai
Petrol,Hatchback,Manual,1.85,5,17.0,chennai
Petrol,Hybrids,Automatic,82.0,4,18.0,chennai
Petrol,Sedan,Manual,2.0,5,17.0,chennai
Petrol,Hatchback,Manual,3.0,5,18.9,chennai
Petrol,Hatchback,Manual,1.5,5,21.1,chennai
Petrol,Minivans,Manual,0.8,8,11.3,chennai
Petrol,Hatchback,Manual,1.8,5,15.7,chennai
Petrol,Hatchback,Automatic,8.43,5,19.56,chennai
Petrol,Hatchback,Manual,3.0,5,20.36,chennai
Petrol,Hatchback,Manual,5.6,5,20.7,chennai
Petrol,Hatchback,Manual,7.44,5,17.74,chennai
Petrol,Sedan,Automatic,4.19,5,16.8,chennai
Petrol,MUV,Automatic,26.55,7,8.0,chennai
Petrol,SUV,Manual,13.69,5,16.8,chennai
Petrol,Sedan,Manual,0.9,5,13.7,chennai
Petrol,Hatchback,Manual,3.8,5,19.81,chennai
Petrol,MUV,Manual,6.61,7,20.0,chennai
Petrol,Sedan,Automatic,20.0,5,18.41,chennai
Petrol,SUV,Manual,3.2,6,18.15,chennai
Petrol,Hatchback,Manual,2.0,5,21.1,chennai
Petrol,Sedan,Manual,1.45,5,13.9,chennai
Petrol,Hatchback,Manual,3.25,5,16.47,chennai
Petrol,Hatchback,Automatic,2.0,5,16.98,chennai
Petrol,MUV,Automatic,10.25,7,17.99,chennai
Diesel,Hatchback,Manual,0.5,5,17.2,chennai
Petrol,SUV,Automatic,13.0,5,17.2,chennai
Petrol,Sedan,Manual,2.32,5,15.8,chennai
Petrol,SUV,Manual,16.39,5,17.88,chennai
Petrol,Hatchback,Manual,5.36,5,19.01,chennai
Diesel,Hatchback,Manual,2.3,5,25.83,chennai
Petrol,Hatchback,Manual,3.57,5,25.17,chennai
Petrol,Sedan,Manual,7.86,5,21.56,chennai
Petrol,Sedan,Manual,4.1,5,16.09,chennai
Petrol,SUV,Manual,6.07,5,17.5,chennai
Petrol,SUV,Automatic,11.5,5,18.76,chennai
Petrol,Hatchback,Automatic,6.84,5,19.0,chennai
Petrol,Hatchback,Manual,4.51,5,22.25,chennai
Petrol,MUV,Manual,9.85,7,19.34,chennai
Diesel,SUV,Manual,8.0,5,21.5,chennai
Diesel,Sedan,Manual,4.5,5,23.9,chennai
Diesel,Hatchback,Manual,7.85,5,22.07,chennai
Diesel,Sedan,Manual,4.15,5,25.83,chennai
Diesel,Sedan,Automatic,15.0,5,20.38,chennai
Petrol,Hatchback,Manual,1.7,5,15.6,chennai
Petrol,MUV,Manual,10.0,7,16.02,chennai
Petrol,Hatchback,Automatic,5.7,5,20.7,chennai
Petrol,Hatchback,Automatic,6.38,5,21.4,chennai
Petrol,SUV,Automatic,6.74,5,14.8,chennai
Petrol,Sedan,Manual,2.0,5,15.0,chennai
Petrol,Hatchback,Manual,4.33,5,22.05,chennai
Petrol,Hatchback,Automatic,5.18,5,22.0,chennai
Diesel,Hatchback,Manual,1.75,5,20.0,chennai
Petrol,SUV,Manual,8.4,5,20.5,chennai
Petrol,Hatchback,Manual,2.95,5,21.1,chennai
Petrol,Hatchback,Automatic,7.4,5,16.0,chennai
Petrol,Hatchback,Manual,5.2,5,25.24,chennai
Petrol,Minivans,Manual,4.7,7,16.11,chennai
Diesel,Hatchback,Manual,2.0,5,23.2,chennai
Diesel,Hatchback,Manual,3.95,5,22.9,chennai
Diesel,Hatchback,Manual,3.5,6,25.32,chennai
Petrol,Sedan,Automatic,5.5,5,19.12,chennai
Petrol,Sedan,Manual,4.0,5,17.57,chennai
Petrol,Sedan,Automatic,6.4,5,19.0,chennai
Diesel,Hatchback,Manual,1.35,5,17.0,chennai
Petrol,Hatchback,Manual,1.7,5,20.36,chennai
Petrol,Hatchback,Manual,1.95,5,19.81,chennai
Petrol,Hatchback,Manual,3.12,5,22.7,chennai
Petrol,Hatchback,Manual,3.83,5,22.05,chennai
Diesel,Sedan,Manual,3.1,5,20.54,chennai
Petrol,Hatchback,Manual,5.9,5,18.6,chennai
Petrol,Hatchback,Automatic,7.58,5,20.89,chennai
Petrol,Hatchback,Manual,4.8,5,18.2,chennai
Diesel,SUV,Manual,7.94,5,23.0,chennai
Diesel,MUV,Automatic,28.5,7,12.0,chennai
Petrol,Sedan,Manual,10.69,5,18.6,chennai
Petrol,Hatchback,Manual,3.27,5,25.17,chennai
Diesel,SUV,Automatic,19.0,7,13.8,chennai
Petrol,Sedan,Manual,4.25,5,18.6,chennai
Diesel,Hatchback,Manual,4.35,6,25.32,chennai
Petrol,Sedan,Manual,3.3,5,15.04,chennai
Petrol,Sedan,Manual,8.0,5,17.4,chennai
Petrol,Sedan,Manual,7.5,5,17.0,chennai
Petrol,Hatchback,Automatic,4.95,5,18.9,chennai
Petrol,Hatchback,Manual,4.75,5,18.6,chennai
Diesel,SUV,Manual,7.0,5,25.5,chennai
Diesel,Sedan,Automatic,27.0,5,21.76,chennai
Petrol,SUV,Manual,7.85,5,17.0,chennai
Petrol,Hatchback,Manual,7.95,5,18.05,chennai
Petrol,Sedan,Manual,4.15,5,18.6,chennai
Petrol,Sedan,Automatic,6.6,5,21.21,chennai
Petrol,SUV,Automatic,5.43,5,15.63,chennai
Diesel,Hatchback,Manual,6.5,5,27.3,chennai
Diesel,SUV,Automatic,11.29,7,16.0,chennai
Petrol,Hatchback,Manual,2.7,5,20.36,chennai
Petrol,Sedan,Automatic,5.57,5,20.3,chennai
Petrol,Hatchback,Manual,4.41,5,18.9,chennai
Diesel,Hatchback,Manual,3.4,5,20.3,chennai
Petrol,Hatchback,Manual,10.0,5,18.24,chennai
Diesel,Hatchback,Manual,2.95,5,22.07,chennai
Petrol,Hatchback,Manual,1.65,5,17.92,chennai
Diesel,Hatchback,Manual,1.49,5,25.0,chennai
Petrol,Sedan,Manual,4.75,5,17.6,chennai
Petrol,Hatchback,Manual,1.35,5,18.06,chennai
Petrol,Hatchback,Manual,4.3,5,18.9,chennai
Petrol,Hatchback,Manual,3.75,5,21.79,chennai
Petrol,Hatchback,Manual,1.45,5,19.81,chennai
Petrol,Hatchback,Automatic,3.98,5,18.9,chennai
Petrol,Hatchback,Automatic,10.76,5,20.25,chennai
Petrol,Hatchback,Manual,4.3,5,21.21,chennai
Petrol,Hatchback,Automatic,4.0,5,23.1,chennai
Petrol,Hatchback,Manual,2.87,5,20.36,chennai
Petrol,Hatchback,Manual,4.95,5,18.6,chennai
Petrol,Hatchback,Manual,2.98,5,21.1,chennai
Diesel,MUV,Manual,4.25,7,24.2,chennai
Petrol,Sedan,Manual,4.31,5,16.8,chennai
Petrol,Hatchback,Manual,5.77,5,18.6,chennai
Petrol,Sedan,Automatic,6.0,5,20.3,chennai
Petrol,Hatchback,Manual,2.25,5,19.81,chennai
Diesel,Sedan,Manual,6.75,5,26.21,chennai
Diesel,SUV,Manual,14.75,5,17.1,chennai
Diesel,Sedan,Manual,1.45,5,19.2,chennai
Petrol,Hatchback,Manual,1.0,5,17.0,chennai
Petrol,Hatchback,Manual,0.7,5,17.0,chennai
Petrol,Sedan,Automatic,7.5,5,18.1,chennai
Petrol,Sedan,Manual,1.5,5,15.64,chennai
Diesel,Hatchback,Manual,1.95,5,25.44,chennai
Petrol,Sedan,Manual,3.64,5,17.0,chennai
Diesel,Sedan,Manual,7.29,5,21.13,chennai
Diesel,Sedan,Automatic,8.4,5,21.0,chennai
Petrol,Sedan,Automatic,6.8,5,14.3,chennai
Petrol,MUV,Manual,4.14,7,19.02,chennai
Petrol,Hatchback,Manual,3.8,5,15.26,chennai
Petrol,MUV,Manual,4.28,7,19.02,chennai
Petrol,Hatchback,Automatic,4.65,5,18.9,chennai
Petrol,SUV,Automatic,10.34,5,13.0,chennai
Petrol,MUV,Automatic,7.72,7,18.2,chennai
Diesel,SUV,Automatic,35.0,5,17.9,chennai
Petrol,Sedan,Manual,4.5,5,17.0,chennai
Petrol,Sedan,Manual,2.1,5,17.01,chennai
Petrol,Sedan,Manual,4.1,5,22.41,chennai
Diesel,Hatchback,Manual,3.25,5,21.9,chennai
Petrol,Sedan,Manual,4.5,5,18.6,chennai
Petrol,Hatchback,Manual,2.8,5,18.6,chennai
Petrol,Hatchback,Automatic,4.1,5,20.51,chennai
Petrol,Hatchback,Automatic,5.2,5,18.9,chennai
Diesel,Hatchback,Manual,5.6,5,20.14,chennai
Petrol,Sedan,Manual,7.02,5,17.1,chennai
Petrol,MUV,Manual,6.56,7,20.0,chennai
Petrol,Sedan,Manual,5.25,5,20.73,chennai
Petrol,Hatchback,Manual,3.57,5,24.39,chennai
Petrol,Hatchback,Manual,5.12,5,20.4,chennai
Petrol,Hatchback,Manual,2.5,5,19.81,chennai
Petrol,Hatchback,Manual,7.0,5,18.6,chennai
Diesel,SUV,Manual,5.35,5,23.0,chennai
Petrol,Hatchback,Automatic,6.41,5,19.0,chennai
Petrol,SUV,Manual,3.39,6,18.15,chennai
Diesel,SUV,Automatic,26.5,5,19.19,chennai
Petrol,Hatchback,Manual,3.1,5,20.52,chennai
Petrol,Hatchback,Manual,7.25,5,18.6,chennai
Petrol,Sedan,Manual,1.15,5,17.4,chennai
Diesel,SUV,Automatic,6.45,7,18.49,chennai
Petrol,Hatchback,Manual,4.4,5,20.52,chennai
Diesel,SUV,Automatic,16.5,5,16.09,chennai
Diesel,SUV,Automatic,9.75,7,13.01,chennai
Diesel,SUV,Manual,5.35,7,14.8,chennai
Petrol,MUV,Manual,4.33,7,19.02,chennai
Petrol,SUV,Manual,10.45,5,16.42,chennai
Diesel,SUV,Manual,5.5,7,12.83,chennai
Petrol,Hatchback,Manual,4.11,5,18.9,chennai
Petrol,Hatchback,Automatic,5.18,5,20.3,chennai
Diesel,MUV,Manual,5.25,8,18.2,chennai
Petrol,Sedan,Manual,6.47,5,17.01,chennai
Diesel,Sedan,Automatic,9.25,5,16.0,chennai
Petrol,Sedan,Manual,6.45,5,20.3,chennai
Petrol,Hatchback,Manual,2.53,5,22.7,chennai
Diesel,SUV,Manual,10.25,7,13.5,chennai
Diesel,SUV,Manual,11.75,7,13.5,chennai
Diesel,Hatchback,Manual,6.0,5,20.14,chennai
Petrol,Sedan,Manual,4.05,5,19.1,chennai
Diesel,Sedan,Automatic,10.4,5,15.8,chennai
Petrol,Sedan,Manual,5.85,5,20.73,chennai
Diesel,Sedan,Automatic,11.75,5,16.55,chennai
