ft,bt,transmission,ownerNo,oem,model,modelYear,price,Fuel Type,Seats,Kms Driven,Transmission,Mileage
Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2022,5.25,Petrol,5,29120,Manual,20.89
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,6.6,Diesel,5,62000,Manual,21.7
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,5.62,Diesel,5,90513,Manual,28.4
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2018,11.14,Diesel,5,49396,Manual,19.67
Petrol,Sedan,Manual,2,Toyota,Toyota Corolla Altis,2008,1.0,Petrol,5,120000,Manual,14.53
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2019,3.44,Petrol,5,18475,Manual,22.05
Diesel,SUV,Automatic,2,Audi,Audi Q7,2018,47.5,Diesel,7,100000,Automatic,12.07
Cng,Hatchback,Manual,1,Hyundai,Hyundai Santro,2019,5.3,CNG,5,27792,Manual,30.48
Petrol,Sedan,Automatic,1,BMW,BMW 5 Series,2019,45.0,Petrol,5,55000,Automatic,15.01
Petrol,Sedan,Manual,1,Honda,Honda City,2011,2.78,Petrol,5,72000,Manual,17.0
Diesel,SUV,Automatic,1,Mahindra,Mahindra Alturas G4,2021,30.5,Diesel,7,25000,Automatic,12.05
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2017,6.9,Petrol,5,40000,Manual,15.29
Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2014,5.5,Diesel,7,150000,Manual,20.77
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2020,8.2,Petrol,5,80000,Automatic,20.04
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2011,2.1,Petrol,5,120000,Manual,15.26
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2013,3.99,Diesel,7,60000,Manual,15.1
Petrol,Sedan,Manual,1,Honda,Honda City,2018,7.2,Petrol,5,70000,Manual,17.4
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,3.4,Petrol,5,57100,Manual,18.9
Petrol,SUV,Manual,3,Ford,Ford Ecosport,2015,3.8,Petrol,5,100000,Manual,18.88
Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2019,6.53,Petrol,5,7660,Automatic,21.21
Diesel,Sedan,Manual,1,Hyundai,Hyundai Xcent,2016,4.26,Diesel,5,35272,Manual,25.4
Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2021,4.65,Petrol,5,8526,Automatic,22.0
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2011,2.45,Petrol,5,62929,Manual,18.5
Cng,Hatchback,Manual,2,Maruti,Maruti Alto,2010,0.8,CNG,5,30000,Manual,26.83
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,4.32,Petrol,5,53127,Manual,20.4
Petrol,MUV,Manual,1,Maruti,Maruti Ertiga,2018,8.45,Petrol,7,42000,Manual,17.5
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2017,5.8,Diesel,5,20000,Manual,23.0
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.35,Petrol,5,57000,Manual,18.9
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.7,Petrol,5,44000,Manual,20.51
Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2015,6.25,Petrol,5,64000,Automatic,14.7
Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2014,10.5,Petrol,5,49000,Automatic,15.1
Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2022,7.4,Petrol,5,30000,Manual,22.35
Petrol,Sedan,Manual,0,Skoda,Skoda Octavia,2017,10.49,Petrol,5,37000,Manual,16.7
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2018,5.7,Petrol,5,30000,Manual,18.6
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,2.75,Petrol,5,90000,Manual,19.4
Petrol,Hatchback,Manual,2,Maruti,Maruti 800,2014,2.5,Petrol,4,40000,Manual,16.1
Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,13.65,Petrol,5,64336,Automatic,16.0
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,4.29,Petrol,5,83425,Manual,16.2
Diesel,SUV,Automatic,3,Land Rover,Land Rover Range Rover Evoque,2014,21.9,Diesel,5,85000,Automatic,12.7
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,5.44,Diesel,5,66181,Manual,26.59
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2019,3.36,Petrol,5,25486,Manual,24.7
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,30.5,Petrol,5,35000,Automatic,14.74
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,4.49,Petrol,5,25489,Manual,22.38
Diesel,SUV,Automatic,2,Ford,Ford Endeavour,2021,38.0,Diesel,7,40000,Automatic,13.9
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.03,Petrol,5,85363,Manual,21.4
Petrol,Sedan,Manual,3,Maruti,Maruti SX4,2009,1.25,Petrol,5,110000,Manual,15.0
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2014,3.5,Diesel,5,40000,Manual,22.7
Petrol,SUV,Automatic,1,Land Rover,Land Rover Range Rover Sport,2018,96.0,Petrol,5,40000,Automatic,12.65
Petrol,SUV,Automatic,1,Maruti,Maruti Jimny,2023,17.55,Petrol,4,1500,Automatic,16.39
Petrol,Sedan,Manual,3,Maruti,Maruti SX4,2009,1.25,Petrol,5,110000,Manual,15.0
Petrol,Hatchback,Manual,2,Ford,Ford Figo,2011,1.0,Petrol,5,80000,Manual,15.6
Cng,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2022,8.5,CNG,5,20000,Manual,31.12
Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2023,12.0,Petrol,5,20000,Manual,17.38
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2012,2.75,Petrol,5,62000,Manual,17.0
Petrol,Sedan,Automatic,4,Mercedes-Benz,Mercedes-Benz C-Class,2010,4.25,Petrol,5,50000,Automatic,11.7
Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2014,3.5,Diesel,5,90000,Manual,23.4
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,2.21,Petrol,5,67985,Manual,20.36
Diesel,SUV,Manual,1,Honda,Honda WR-V,2020,8.28,Diesel,5,89722,Manual,25.5
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2017,6.0,Diesel,5,80000,Manual,23.0
Petrol,MUV,Automatic,2,Toyota,Toyota Innova Crysta,2020,15.56,Petrol,7,49647,Automatic,8.0
Petrol,MUV,Manual,1,Renault,Renault Triber,2020,5.17,Petrol,7,110490,Manual,20.0
Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2012,3.25,Petrol,5,78000,Manual,17.5
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,3.71,Petrol,5,51165,Manual,20.51
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2022,4.75,Petrol,5,14000,Manual,21.7
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,4.06,Petrol,5,50576,Manual,18.9
Petrol,MUV,Manual,1,Maruti,Maruti XL6,2021,10.9,Petrol,6,55000,Manual,19.01
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2019,8.9,Petrol,5,70000,Automatic,18.15
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2009,1.0,Petrol,5,80000,Manual,18.9
Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,18.9,Petrol,5,65000,Automatic,12.0
Diesel,SUV,Manual,3,Mahindra,Mahindra Bolero,2015,4.85,Diesel,7,90000,Manual,15.96
Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2016,8.4,Diesel,7,71000,Manual,15.4
Petrol,Sedan,Automatic,1,Honda,Honda City,2019,9.0,Petrol,5,60000,Automatic,18.0
Petrol,SUV,Manual,1,Kia,Kia Sonet,2021,9.5,Petrol,5,20000,Manual,18.4
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2011,4.18,Petrol,5,60000,Manual,17.01
Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2019,11.95,Diesel,5,38000,Manual,20.5
Diesel,SUV,Automatic,0,MG,MG Gloster,2023,46.4,Diesel,6,7000,Automatic,12.04
